Key,Summary,Reporter,Status,Account ID,Description,Comments,Num_Comments
CSE-5276,Weekly Target Report Roll-Forward Behavior,Roberto,Resolved,89117,"We need confirmation on how *Weekly Target Reports* behave when the time period rolls forward.

From the current setup, the report is configured with:

* Frequency: *Weekly*
* Time Period: *Last week / rolling weekly range*
* KPIs tied to specific note types and hiring stages

*Query:*

* Does the Weekly Target Report automatically roll forward to the next week without manual intervention?
* Are targets and benchmarks recalculated dynamically based on the selected rolling time period?
* Or does the report require manual regeneration or editing to reflect the new week?

","06/Jan/26 4:27 AM;712020:7772c385-1177-408d-8cdb-6d3b8a5c8309;!Screenshot 2026-01-05 at 5.49.48 PM.png|width=970,height=325,alt=""Screenshot 2026-01-05 at 5.49.48 PM.png""!


---
14/Jan/26 8:18 AM;5d7f760b9581710c3032557e;[~accountid:5f682f6d46a2ed0072de8aef] Please check this ticket
---
28/Jan/26 11:42 PM;633ad8a561dbef2805c11b57;I explained this [~accountid:712020:7772c385-1177-408d-8cdb-6d3b8a5c8309] over huddle and adding the details here as well 


* *Does the Weekly Target Report automatically roll forward to the next week without manual intervention?*
Yes, Targets are automatically calculated
* *Are targets and benchmarks recalculated dynamically based on the selected rolling time period?*
Yes, Targets are automatically calculated
* *Or does the report require manual regeneration or editing to reflect the new week?*
For calculating it will be automatically done, but if you want to see the target data you need to manually change the filter on top for the particular time period in which you want to see the data 


---
28/Jan/26 11:43 PM;633ad8a561dbef2805c11b57;[~accountid:712020:7772c385-1177-408d-8cdb-6d3b8a5c8309] Am I good to close the ticket ?
---
28/Jan/26 11:47 PM;712020:7772c385-1177-408d-8cdb-6d3b8a5c8309;[~accountid:633ad8a561dbef2805c11b57] yes!
Thanks for your help!
---
29/Jan/26 12:56 AM;5f682f6d46a2ed0072de8aef;[~accountid:712020:7772c385-1177-408d-8cdb-6d3b8a5c8309] [~accountid:5df7495beaf5880cad0349a4] please add this in FAQ for future reference",6
CSE-5370,Quick USA | Deal split amount is slightly incorrect potentially due to round down,Sanjana Panigrahi,Closed,11142,"Recording of issue from client: [https://app.screendesk.io/recordings/3b6fd567-e0d3-4a18-bf93-c51206ec4f6c|https://app.screendesk.io/recordings/3b6fd567-e0d3-4a18-bf93-c51206ec4f6c]

User ID: 104999, Kana Maruyama is splitting 7.5% of the deal amount, which is $1078.35 but their accounting team would like to know why it's $1078.34 on RCRM and if this is fixable.

Deal slug: 17655782456530039943GRY

!video-7ucWQQ78Ke4p20260120-67-r5905v.mp4|width=1920,height=792,alt=""video-7ucWQQ78Ke4p20260120-67-r5905v.mp4""!

","23/Jan/26 10:00 AM;5f682f6d46a2ed0072de8aef;[~accountid:712020:383767eb-1ddb-4ad0-bd68-a348acf3e6d9] [~accountid:622f37093eacc50071fc5e7b] Please check
---
23/Jan/26 10:13 AM;622f37093eacc50071fc5e7b;checking
---
23/Jan/26 12:23 PM;622f37093eacc50071fc5e7b;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] 

This is *expected behavior*, not a bug. We intentionally use *floor rounding* (rounding down) instead of standard rounding for deal split percentages.

h3. Why We Use Floor Rounding

When splitting deals equally among multiple parties, standard rounding can cause the *total to exceed 100%*.

*Example with 6 teams (equal split):*

* {{100 ÷ 6 = 16.666666...%}}

* With standard rounding → {{16.67%}}

* {{16.67% × 6 = 100.02%}} ❌ *Exceeds 100%*

This would mean we're attributing *more than the actual deal value*, which causes accounting discrepancies and is incorrect.

*With floor rounding:*

* {{100 ÷ 6 = 16.666666...%}}

* With floor → {{16.66%}}

* {{16.66% × 6 = 99.96%}} ✅ *Stays under 100%*

h3. Why This Affects the Reported Case

The $0.01 difference is a result of the same floor rounding logic being applied to ensure split amounts never exceed the total deal value. The system rounds *down* to the nearest cent to prevent over-allocation.

h3. Resolution

This is *working as designed*. The slight under-allocation (fractions of a cent) is preferable to over-allocating deal values, which would create accounting inconsistencies.
---
27/Jan/26 1:18 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Thank you! This has been informed to the client on Saturday, I will close this tonight if no response ",4
CSE-5323,Changing a Long text type field to a Social Media type field ,Tara Elizabeth Jose,Resolved, 61708,"The field “HireAra CV URL” is a Long text type field but can this be changed to “Social media” type field? 

This cannot be done from retool by the CSM and hence the question","27/Jan/26 2:02 PM;6119ebfe46c6b50071679c96;[~accountid:62417760f6a26900695b26d3] We have charged them for this - can we pick it up asap, slightly urgent? ",1
CSE-5331,Click to parse option on Chrome Extension,Likhitha Satya Maansi Rudra,Verified By CS,2227,"Currently, we are able to see the ‘Click to Parse’ (For LinkedIn) option under the Settings section on the Chrome Extension. It says ‘When enabled and on LinkedIn, profile links will have a Recruit CRM icon on top left corner. Click on this icon to parse the profile in Recruit CRM sourcing extension.’

However, most of us are now unable to see the Recruit CRM icon on the top left corner of the profiles and the reason is due to changes made by LinkedIn to their CSS structure and layout. As a result, the Click to Parse option is no longer supported on LinkedIn profiles. So, can anyone please confirm if it will not be visible to anyone or if there are chances that it can be visible for a few users? If yes, can you please confirm the majority (percentage) for it to be not visible for users?

If it will not be visible to anyone, then the button can cause confusion for the users if it is currently not working as expected. Thank you!

CC: [~accountid:5df7495beaf5880cad0349a4] [~accountid:5ee71f2d41f7000abb05a669] 

!image-20260115-074929.png|width=528,height=378,alt=""image-20260115-074929.png""!

","16/Jan/26 5:20 PM;5ee71f2d41f7000abb05a669;Hi [~accountid:61138e33fc68c100694b9891] [~accountid:712020:9e4be7f2-ce08-4d42-a7e8-6c5789fc853d],
Should we remove this option from extension as this feature is not working since 3-4 months?
---
16/Jan/26 5:28 PM;61138e33fc68c100694b9891;Hi [~accountid:5ee71f2d41f7000abb05a669] ,

Could you please check if there’s any way to bring that back to working?

If not, we can get rid of it, but other platforms show this kind of indicator.
---
20/Jan/26 1:46 PM;712020:735ca78f-e088-4071-b5d9-c6080292ad62;[~accountid:5ee71f2d41f7000abb05a669] Is there any update here?
---
27/Jan/26 3:06 PM;5ee71f2d41f7000abb05a669;Hi [~accountid:712020:735ca78f-e088-4071-b5d9-c6080292ad62],
Click to parse is back in new version 3.2.3 and working fine now.

---
27/Jan/26 3:07 PM;5ee71f2d41f7000abb05a669;!Screenshot 2026-01-27 at 15.07.12.png|width=1371,height=794,alt=""Screenshot 2026-01-27 at 15.07.12.png""!


---
27/Jan/26 3:13 PM;712020:735ca78f-e088-4071-b5d9-c6080292ad62;Thank you! [~accountid:5ee71f2d41f7000abb05a669] ",6
CSE-5348,CSV Import Headers Not Mapping Correctly (All Fields Showing as One Header),riyachadha,Closed, 97703,"Client (User ID: 128999, Account ID: 97703) is unable to map fields during CSV import because all column headers are appearing as a single header (e.g., Name, City/Town, etc. combined), even though the spreadsheet has separate headers. This prevents correct field mapping and requires investigation.

!image-20260119-065621.png|width=1207,height=809,alt=""image-20260119-065621.png""!

","19/Jan/26 12:26 PM;712020:111328ae-3843-43f1-962d-bbec25d4fcb9;[^Custom Client Summary (2) (b1d5ca4c-b19b-49cd-ad30-bf19eed8c7ac).csv]
---
19/Jan/26 2:30 PM;633ad8a561dbef2805c11b57;[~accountid:712020:111328ae-3843-43f1-962d-bbec25d4fcb9] There is an empty column name present in the sheet. Please ask them to either remove it or add a column name for it if they are going to map that column as well. Please find the below sheet where I added a name for that particular column 


[^Updated Sheet - Custom Client Summary (2).csv]


---
19/Jan/26 2:30 PM;633ad8a561dbef2805c11b57;Please ask the to use this file 
---
20/Jan/26 3:34 PM;712020:111328ae-3843-43f1-962d-bbec25d4fcb9;Asked for the same 

!image-20260120-100445.png|width=742,height=755,alt=""image-20260120-100445.png""!

",4
CSE-5383,Enable Support Access for the attached accounts,Shashank khosla,Resolved,"96467,89060,75682","A/c ID: 96467, 89060,75682","22/Jan/26 1:18 PM;622f370973c8ec00699bd44f;[~accountid:5ee71f2d41f7000abb05a669] can you please check this.
---
23/Jan/26 11:29 AM;5ee71f2d41f7000abb05a669;Done",2
CSE-5352,Client still see there job on Indeed after removing it from XML Feed,Augusto Benate,Closed,75134,"This client Acc ID: 75134, has shared that they have removed the Indeed option from the XML Feed but still see it in there XML Feed and on indeed.

This is what the client said:

“I click on Jobs. Then I click on the job that loads this slug at the top [https://app.recruitcrm.io/v1/job/17625727559990104007Muw|https://app.recruitcrm.io/v1/job/17625727559990104007Muw|smart-link]  ---then I click on where it says ""XML Feeds"" directly above ""Country"" & directly below ""Job Location Type""... from there I removed ""Indeed"" from the list of feeds & then I clicked the check mark. If that's not the right way to do it then maybe you can let me know. Taking a screen shot won't do anything other than show you that Indeed is not listed in this area.”



Job slug:[+17625727559990104007Muw+|https://app.recruitcrm.io/v1/job/17625727559990104007Muw]

!image-20260119-154407.png|width=826,height=681,alt=""image-20260119-154407.png""!



They shared that they also did this for another job today and still see it in there.","19/Jan/26 9:19 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Client just wrote: I went into Contract Filters & deleted Indeed as a contract filter. Not sure what else I can do to stop the XML feed
---
19/Jan/26 11:19 PM;62a6cac4979e6e006903e76a;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] i can see the campaign is still online

!image-20260119-174119.png|width=585,height=297,alt=""image-20260119-174119.png""!


---
19/Jan/26 11:22 PM;62a6cac4979e6e006903e76a;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4]  Please ask them to check now. The job should be removed from Indeed.


---
19/Jan/26 11:30 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Thanks [~accountid:62a6cac4979e6e006903e76a] ! [~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] please check with the client
---
19/Jan/26 11:45 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:62a6cac4979e6e006903e76a] I think he has another one he wants to remove, shouldn’t removing it from the XML Feed remove it from Indeed?



Should he do anything different?
---
20/Jan/26 1:39 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:62a6cac4979e6e006903e76a] the client has checked and says they are still seeing their jobs on Indeed

!Screenshot 2026-01-19 at 17.08.47.png|width=630,height=692,alt=""Screenshot 2026-01-19 at 17.08.47.png""!


---
20/Jan/26 7:01 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:62a6cac4979e6e006903e76a] can you please check this again?
---
21/Jan/26 2:04 AM;712020:85569305-8bdb-42de-b343-67cd0955c065;[~accountid:62a6cac4979e6e006903e76a] can you also check this case?
---
21/Jan/26 6:27 PM;62a6cac4979e6e006903e76a;[~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] Could you please share the URL of the job that was posted on Indeed? As I can see, there is no issue from our end and the job should be removed from Indeed. Please provide the Indeed job URL so we can check this.
---
21/Jan/26 7:38 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;I’ve asked for the URL from Indeed to the client
---
22/Jan/26 7:04 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Closing this as the client has solved this issue already on Indeed side

!Screenshot 2026-01-22 at 10.33.56.png|width=370,height=64,alt=""Screenshot 2026-01-22 at 10.33.56.png""!


---
22/Jan/26 7:04 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Client resolved this on Indeed side",12
CSE-5304,Target reports do not align with Sunday–Thursday workweek,Diya Shukla,Closed, 91213,"A client based in Israel follows a Sunday–Thursday workweek. Since the system workweek cannot be customized, they use date ranges to review reports.

The issue is with target reports. When the report is set to weekly, the data gets split into two bars:

* One bar for the previous system week (because Sunday is treated as part of the previous week)
* One bar for the current week

The client wants to see one consolidated bar / single value that reflects the selected date range (their actual workweek), rather than having the target split across two weeks.

As a workaround, they switched the report to daily, but this causes another issue: the target is weekly, so the daily view makes it look like the target is never achieved and requires manual calculation.

Is there a way to align weekly target reports with a custom workweek (Sunday–Thursday), or to display a single consolidated value for a selected date range instead of splitting it across system-defined weeks?","12/Jan/26 8:49 AM;712020:4c03f29d-060f-478d-b6ae-3554629ff622;[~accountid:712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54]  we don’t support custom workweeks in Target Reports; we split according to the actual week.
[~accountid:63e07ac3491b20ef64bb1c0b]  Please check this once—do we have any plan in the future to support custom splits? 
CC: [~accountid:712020:383767eb-1ddb-4ad0-bd68-a348acf3e6d9] 
---
12/Jan/26 10:59 AM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54] can you clarify if sunday is a working day for them?


---
12/Jan/26 4:33 PM;712020:03b03ff4-3ad4-47b2-bab3-614540900332;[~accountid:63e07ac3491b20ef64bb1c0b] Yes, they said that they’re from Israel and their week is Sunday-Thursday.
---
14/Jan/26 8:27 AM;5d7f760b9581710c3032557e;[~accountid:63e07ac3491b20ef64bb1c0b] Check this
---
14/Jan/26 11:02 AM;63e07ac3491b20ef64bb1c0b;[~accountid:712020:03b03ff4-3ad4-47b2-bab3-614540900332] [~accountid:712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54] Currently this is not possible within the system. 
I also checked on Advanced analytics, but there too the week starts from monday and ends on sunday. 
You can create a feature request for this and we will take this based on votes 
---
16/Jan/26 12:33 PM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;!Screenshot 2026-01-16 at 12.32.46 PM.png|width=447,height=369,alt=""Screenshot 2026-01-16 at 12.32.46 PM.png""!


---
22/Jan/26 8:48 AM;712020:ae741d04-b2e1-4fb4-8a77-77dac71e3e54;The client has said that they have made a suggestion for this, hence closing the ticket. 

!image-20260122-031724.png|width=444,height=104,alt=""image-20260122-031724.png""!

",7
CSE-5308,Boolean is not giving accurate results. Is this how it works?,Júlia Elizabeth De Tofol,Closed w/o Customer Ack,41602,"The client is not getting the expected results when using Boolean search and would like clarification on whether this behavior is expected.

When searching for *“projektmanagement”*, results are returned. However, when searching for *“projektmanager”*, no results appear.

Could you please check whether this is the intended behavior of the Boolean search or if there may be an issue with how these terms are being processed?

!image-20260112-112219.png|width=826,height=375,alt=""image-20260112-112219.png""!



Usually, the Boolean search should work even when the word is mostly correct, like both shpou bring results:
projektmanage-ment
projektmanage-r

* when he searches ""projektmanagement OR projektmanager AND architekt OR bauingenieur"" he gets 4 results.
* When he searches ""projektmanagement AND architekt OR bauingenieur"" he get 6 results. 

Video with logs - [https://app.screendesk.io/recordings/ddc0c098-97fa-47ce-a75c-20ea651ea145|https://app.screendesk.io/recordings/ddc0c098-97fa-47ce-a75c-20ea651ea145]","14/Jan/26 8:21 AM;5d7f760b9581710c3032557e;[~accountid:62b15ba784d73c7201674416] Check this and respond
---
14/Jan/26 10:38 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Any updates here please [~accountid:62b15ba784d73c7201674416] ?
---
14/Jan/26 10:43 PM;62b15ba784d73c7201674416;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] In Boolean search, we search for exact keywords and match them against the candidate profile.

For client use cases, wildcard characters can be used ([reference document|https://help.recruitcrm.io/en/articles/9948955-new-advanced-search-beta]). However, if an exact keyword is used without wildcards, the search will match only the exact data.


---
15/Jan/26 3:36 AM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Thanks 
---
15/Jan/26 3:36 AM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;I’ve shared this with the client!",5
CSE-5365,User not receiving Password Reset Emails (User ID: 119782),Sanjana Panigrahi,Closed,34474,"They’re unable to login on Mobile app due to incorrect credentials error so need to reset the password, but aren’t receiving the email for it.
Not there in spam as well.
Can someone please check and let us know how they can reset it to be able to login, in this case?
[thomas.dean@talnt.de|mailto:thomas.dean@talnt.de]","20/Jan/26 10:56 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;CC [~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] 
---
20/Jan/26 11:08 PM;5f682f6d46a2ed0072de8aef;[~accountid:5df7495beaf5880cad0349a4] [~accountid:5f55ca78662e2d007652777b] Another one, need to check in Sendgrid
---
21/Jan/26 3:52 PM;5f55ca78662e2d007652777b;email was sent as per sendgrid logs

!image-20260121-102220.png|width=1033,height=151,alt=""image-20260121-102220.png""!


---
21/Jan/26 5:11 PM;6350d3701db4d2ebcf61f2d1;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] Please confirm with customer
---
21/Jan/26 5:18 PM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;[~accountid:712020:85569305-8bdb-42de-b343-67cd0955c065] please check with the client ^^
---
21/Jan/26 6:53 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;I've updated the client
---
21/Jan/26 7:13 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;Customer tried again and confirmed it worked, first email was not received
---
21/Jan/26 7:13 PM;712020:85569305-8bdb-42de-b343-67cd0955c065;client confirmed it is solved",8
CSE-5334,Candidate data was not imported from AI Sourcing,nicolemendes,Closed,12152,"A client imported some candidates via AI Sourcing - [https://www.linkedin.com/in/alexandre-boquet-75a884a0/details/skills/|https://www.linkedin.com/in/alexandre-boquet-75a884a0/details/skills/] - and some of the data was not imported: locality, skills and work history. I can see this data on their profile, so I was wondering why did this happen? the candidate I sent the link is just one example, here is the slug for him: 17684821621960018217uvm

I could not reproduce the issue on my end, because even after trying the same keywords as the client, i could not find this candidate on AI sourcing. keywords:company : ""John Cockerill""
Country: Belgium
Job title : engineer OR ingénieur","15/Jan/26 8:28 PM;712020:a81ba960-b222-4824-9cf8-0a219bbb0b4e;Hi [~accountid:712020:b6480fe4-bc75-4498-8e4d-0c73467e9952],
While adding candidates through AI sourcing, we are not getting the *Locality* and *Skills* fields. Also, the *Work Experience* field was not enriched through Bright Data. I’m raising a ticket with the Bright Data team and checking this.
CC: [~accountid:60b72690860b9f006ac7a517] 
---
20/Jan/26 5:04 PM;712020:b6480fe4-bc75-4498-8e4d-0c73467e9952;[~accountid:712020:a81ba960-b222-4824-9cf8-0a219bbb0b4e] any updates?
---
20/Jan/26 5:10 PM;712020:a81ba960-b222-4824-9cf8-0a219bbb0b4e;[~accountid:712020:b6480fe4-bc75-4498-8e4d-0c73467e9952] If you open this profile in Incognito mode or in a browser where you are not Logged In in LinkedIn then you can see that the work experience is not accessible and Bright Data only enriches information that is publicly available

!image-20260120-113936.png|width=818,height=402,alt=""image-20260120-113936.png""!


---
20/Jan/26 5:10 PM;712020:a81ba960-b222-4824-9cf8-0a219bbb0b4e;Closing the ticket, please let us know if there are any other concerns
---
20/Jan/26 5:43 PM;712020:b6480fe4-bc75-4498-8e4d-0c73467e9952;[~accountid:712020:a81ba960-b222-4824-9cf8-0a219bbb0b4e] the client has said: I tried the candidate sourcing module when it came out, and it worded. Now it no longer does.
In the result list the AI summarizes the candidate's experience, so it must have access...

How does it summarize the experience if it does not have access?
---
20/Jan/26 5:48 PM;712020:a81ba960-b222-4824-9cf8-0a219bbb0b4e;On November 13, 2025, LinkedIn changed how they handle public profile data. This is an industry-wide issue affecting all data providers collecting legal, public data, not just Bright Data.
As a result of this new policy by [Linkedin.com|http://linkedin.com/], this data is now not available to any non-logged in user for which we will not scrape.

Above is the response from Bright Data Team. AI sourcing was live on production before November 13, 2025 which is why the client was able to get the experience and now he is not able to.


!image-20260120-121813.png|width=818,height=402,alt=""image-20260120-121813.png""!

",6
CSE-5372,"Advanced Analytics subscription was manually created on Stripe, but the entry was not shown in the DB",Sarvesh Gokhale,Resolved,31783,"[~accountid:60a203dbb050a70069053d00] This is for GTN account (31783), they requested to switch from Annual to monthly subscription and we made the changes to all their subscriptions on Stripe manually.

When I checked with [~accountid:712020:f8485ae7-f200-4197-9458-ab27ae17f575] about their Advanced Analytics subscription, but we didn’t find the correct details for this account and there was some gap in the user licenses (32 vs 33).

Please confirm if they don’t face any issues with this subscription",,0
CSE-5371,Data repair for 5% increment for the exceptional accounts,Sarvesh Gokhale,Resolved,,"[~accountid:60a203dbb050a70069053d00] 

There are 20+ accounts that you need to double check (they are marked in light Yellow) in the Google sheet.

They are all old clients (before 2025), but we can see they signed a contract, so we need to be sure that their prices are increased accordingly as per the contract.

",,0
CSE-5368,"Job not showing on the feed for Free Job Boards, but satisfying criteria and showing for Adzuna",Sanjana Panigrahi,Verified By CS,49535,"Job slug: 17689136581780073844FvG

They selected free job boards xml feed for 1 specific job. However when they click View Listed jobs nothing shows.

And when they do the same and click Adzuna for example, the job does show when you click there.


Client confirmed/is claiming all criteria have been filled, so can someone please check what’s missing here? To my understanding, both should have the same criteria, but please let me know if that’s not the case.","20/Jan/26 11:39 PM;62a6cac4979e6e006903e76a;[~accountid:712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4] These two fields are not filled. Please ask them to fill them. After that, the job will start showing on the job boards.

* Job Type
* Salary Type



---
21/Jan/26 1:26 AM;712020:921da2d9-2e93-4832-b9ce-1e2fe2ce74b4;Thank you [~accountid:62a6cac4979e6e006903e76a] ! Checking with the client
---
21/Jan/26 7:43 AM;5d7f760b9581710c3032557e;[~accountid:62a6cac4979e6e006903e76a] Please resolve the ticket or change the status once you provided the solutions
---
21/Jan/26 2:43 PM;712020:111328ae-3843-43f1-962d-bbec25d4fcb9;Issue resolved

!image-20260121-091312.png|width=761,height=169,alt=""image-20260121-091312.png""!

",4
CSE-5345,Candidate email attachments automatically saving to candidate profile,Disha Kanojiya,Closed,34436,"The client reported that every file a specific candidate emails to them (for example, emails sent to ([_Allison.mcgaha@lbmc.com_|mailto:Allison.mcgaha@lbmc.com]) is automatically being saved under that candidate’s profile in the Files section. The client is unsure why this is happening and has noticed similar behavior a few times before. Can someone please check and confirm.

The candidate profile slug shared by the client is 17448262730000012345dab.","17/Jan/26 3:28 AM;62a6cac4979e6e006903e76a;[~accountid:5ee71f2d41f7000abb05a669] Please assign someone to check this
---
19/Jan/26 11:59 PM;712020:680b8ea2-324c-4df5-8250-2d2987f768de;we can close this ticket since this happened at the time of data migration the client is cleaning the data.",2
